,HINDEX_L1,Hour,CATEGORY
927,2.0,9,"setting fires in nature and in landfills, burning grasses"
928,4.0,10,"setting fires in nature and in landfills, burning grasses"
929,3.0,23,lightning
930,6.0,10,unknown
931,3.0,19,unknown
932,2.0,8,unknown
933,4.0,14,unknown
934,5.0,17,unknown
935,5.0,14,"setting fires in nature and in landfills, burning grasses"
936,3.0,18,"setting fires in nature and in landfills, burning grasses"
937,5.0,12,unknown
938,5.0,22,unknown
939,6.0,15,unknown
940,6.0,15,others
941,3.0,18,unknown
942,6.0,16,unknown
943,6.0,15,unknown
944,6.0,15,unknown
945,5.0,14,unknown
946,3.0,7,unknown
947,5.0,20,"setting fires in nature and in landfills, burning grasses"
948,6.0,17,unknown
949,6.0,12,others
950,4.0,7,others
951,4.0,18,match or lighter
952,3.0,8,unknown
953,3.0,2,others
954,6.0,12,unknown
955,3.0,8,unknown
956,6.0,13,unknown
957,2.0,10,unknown
958,5.0,14,unknown
959,4.0,16,unknown
960,6.0,17,unknown
961,3.0,8,unknown
962,5.0,18,unknown
963,2.0,18,unknown
964,4.0,17,unknown
965,5.0,14,match or lighter
966,3.0,9,unknown
967,3.0,4,"setting fires in nature and in landfills, burning grasses"
968,3.0,11,unknown
969,4.0,14,"setting fires in nature and in landfills, burning grasses"
970,3.0,14,unknown
971,6.0,14,"setting fires in nature and in landfills, burning grasses"
972,4.0,12,"setting fires in nature and in landfills, burning grasses"
973,3.0,19,arson
974,6.0,17,"setting fires in nature and in landfills, burning grasses"
975,2.0,12,"setting fires in nature and in landfills, burning grasses"
976,3.0,13,others
977,4.0,15,unknown
978,3.0,14,others
979,2.0,9,others
980,4.0,20,"setting fires in nature and in landfills, burning grasses"
981,3.0,10,"setting fires in nature and in landfills, burning grasses"
982,4.0,18,"setting fires in nature and in landfills, burning grasses"
983,4.0,16,"setting fires in nature and in landfills, burning grasses"
984,5.0,13,"setting fires in nature and in landfills, burning grasses"
985,6.0,17,"setting fires in nature and in landfills, burning grasses"
986,3.0,12,"setting fires in nature and in landfills, burning grasses"
987,6.0,17,others
988,5.0,14,"setting fires in nature and in landfills, burning grasses"
989,3.0,12,"setting fires in nature and in landfills, burning grasses"
990,3.0,13,"setting fires in nature and in landfills, burning grasses"
991,6.0,14,others
992,5.0,12,"setting fires in nature and in landfills, burning grasses"
993,6.0,9,cigarette butt
994,3.0,8,others
995,3.0,18,arson
996,3.0,19,others
997,3.0,11,cigarette butt
998,3.0,18,unknown
999,3.0,18,others
1000,3.0,1,others
1001,3.0,20,others
1002,3.0,14,cigarette butt
1003,5.0,18,"setting fires in nature and in landfills, burning grasses"
1004,3.0,18,"setting fires in nature and in landfills, burning grasses"
1005,6.0,13,"setting fires in nature and in landfills, burning grasses"
1006,4.0,15,"setting fires in nature and in landfills, burning grasses"
1007,4.0,18,cigarette butt
1008,2.0,0,unknown
1009,4.0,15,cigarette butt
1010,4.0,16,cigarette butt
1011,4.0,14,others
1012,2.0,13,others
1013,4.0,13,"setting fires in nature and in landfills, burning grasses"
1014,3.0,10,"setting fires in nature and in landfills, burning grasses"
1015,6.0,17,"setting fires in nature and in landfills, burning grasses"
1016,4.0,14,"setting fires in nature and in landfills, burning grasses"
1017,5.0,17,lightning
1018,6.0,14,unknown
1019,2.0,10,"setting fires in nature and in landfills, burning grasses"
1020,3.0,18,others
1021,2.0,2,"setting fires in nature and in landfills, burning grasses"
1022,3.0,15,"setting fires in nature and in landfills, burning grasses"
1023,6.0,13,cigarette butt
1024,5.0,14,others
1025,4.0,16,others
1026,4.0,15,others
1027,4.0,15,"setting fires in nature and in landfills, burning grasses"
1028,3.0,19,"setting fires in nature and in landfills, burning grasses"
1029,3.0,10,"setting fires in nature and in landfills, burning grasses"
1030,4.0,15,"setting fires in nature and in landfills, burning grasses"
1031,3.0,16,"setting fires in nature and in landfills, burning grasses"
1032,5.0,13,"setting fires in nature and in landfills, burning grasses"
1033,2.0,12,"setting fires in nature and in landfills, burning grasses"
1034,2.0,1,"setting fires in nature and in landfills, burning grasses"
1035,3.0,2,"setting fires in nature and in landfills, burning grasses"
1036,4.0,8,others
1037,4.0,16,"setting fires in nature and in landfills, burning grasses"
1038,3.0,18,"setting fires in nature and in landfills, burning grasses"
1039,4.0,19,"setting fires in nature and in landfills, burning grasses"
1040,2.0,10,"setting fires in nature and in landfills, burning grasses"
1041,5.0,16,unknown
1042,3.0,8,"setting fires in nature and in landfills, burning grasses"
1043,3.0,13,unknown
1044,3.0,18,others
1045,6.0,17,others
1046,6.0,15,others
1047,3.0,14,unknown
1048,3.0,9,"setting fires in nature and in landfills, burning grasses"
1049,5.0,14,"setting fires in nature and in landfills, burning grasses"
1050,6.0,12,"setting fires in nature and in landfills, burning grasses"
1051,5.0,17,unknown
1052,5.0,17,unknown
1053,6.0,13,unknown
1054,3.0,16,"setting fires in nature and in landfills, burning grasses"
1055,4.0,10,unknown
1056,3.0,18,others
1057,3.0,19,unknown
1058,4.0,12,unknown
1059,4.0,15,unknown
1060,6.0,16,"setting fires in nature and in landfills, burning grasses"
1061,4.0,17,unknown
1062,2.0,20,others
1063,6.0,14,match or lighter
1064,2.0,9,"setting fires in nature and in landfills, burning grasses"
1065,5.0,12,others
1066,2.0,8,match or lighter
1067,5.0,15,unknown
1068,4.0,19,match or lighter
1069,5.0,18,"setting fires in nature and in landfills, burning grasses"
1070,3.0,8,"setting fires in nature and in landfills, burning grasses"
1071,6.0,17,unknown
1072,5.0,14,cigarette butt
1073,3.0,11,others
1074,3.0,18,match or lighter
1075,5.0,14,cigarette butt
1076,5.0,13,match or lighter
1077,6.0,17,cigarette butt
1078,2.0,13,"setting fires in nature and in landfills, burning grasses"
1079,4.0,17,others
1080,6.0,13,unknown
1081,3.0,12,unknown
1082,3.0,17,unknown
1083,3.0,7,unknown
1084,4.0,10,cigarette butt
1085,6.0,16,unknown
1086,5.0,17,unknown
1087,6.0,16,unknown
1088,4.0,12,unknown
1089,6.0,13,unknown
1090,3.0,6,unknown
1091,5.0,14,unknown
1092,5.0,18,unknown
1093,5.0,17,unknown
1094,4.0,12,unknown
1095,4.0,15,"setting fires in nature and in landfills, burning grasses"
1096,6.0,20,others
1097,3.0,18,unknown
1098,2.0,13,cigarette butt
1099,3.0,11,"setting fires in nature and in landfills, burning grasses"
1100,3.0,19,"setting fires in nature and in landfills, burning grasses"
1101,4.0,17,"setting fires in nature and in landfills, burning grasses"
1102,2.0,10,others
1103,4.0,11,unknown
1104,5.0,14,match or lighter
1105,3.0,17,unknown
1106,4.0,14,unknown
1107,5.0,23,unknown
1108,3.0,10,"setting fires in nature and in landfills, burning grasses"
1109,3.0,23,unknown
1110,4.0,12,"setting fires in nature and in landfills, burning grasses"
1111,3.0,18,unknown
1112,4.0,20,others
1113,5.0,13,unknown
1114,4.0,8,unknown
1115,3.0,13,match or lighter
1116,4.0,14,others
1117,5.0,17,"setting fires in nature and in landfills, burning grasses"
1118,6.0,9,unknown
1119,3.0,14,"setting fires in nature and in landfills, burning grasses"
1120,4.0,14,unknown
1121,5.0,13,"setting fires in nature and in landfills, burning grasses"
1122,3.0,11,others
1123,4.0,15,unknown
1124,5.0,10,"setting fires in nature and in landfills, burning grasses"
1125,5.0,15,unknown
1126,3.0,11,unknown
1127,6.0,13,unknown
1128,3.0,10,unknown
1129,4.0,14,unknown
1130,5.0,15,unknown
1131,4.0,20,unknown
1132,4.0,8,unknown
1133,4.0,15,unknown
1134,4.0,22,unknown
1135,3.0,11,unknown
1136,3.0,9,others
1137,6.0,14,others
1138,6.0,17,unknown
1139,5.0,16,unknown
1140,6.0,13,unknown
1141,5.0,17,unknown
1142,3.0,13,unknown
1143,2.0,11,unknown
1144,2.0,15,unknown
1145,2.0,8,unknown
1146,2.0,6,unknown
1147,3.0,15,unknown
1148,4.0,13,unknown
1149,3.0,16,unknown
1150,5.0,17,unknown
1151,5.0,15,unknown
1152,2.0,8,unknown
1153,6.0,15,unknown
1154,6.0,15,unknown
1155,5.0,17,unknown
1156,4.0,14,unknown
1157,4.0,8,unknown
1158,3.0,21,unknown
1159,3.0,13,unknown
1160,3.0,21,unknown
1161,6.0,15,"setting fires in nature and in landfills, burning grasses"
1162,2.0,19,unknown
1163,5.0,10,unknown
1164,5.0,9,unknown
1165,5.0,9,unknown
1166,4.0,17,unknown
1167,3.0,16,unknown
1168,6.0,17,match or lighter
1169,3.0,19,unknown
1170,3.0,9,unknown
1171,6.0,17,unknown
1172,3.0,18,unknown
1173,2.0,11,unknown
1174,6.0,13,unknown
1175,3.0,10,cigarette butt
1176,3.0,11,unknown
1177,5.0,15,others
1178,5.0,18,others
1179,5.0,12,unknown
1180,3.0,9,unknown
1181,6.0,16,"setting fires in nature and in landfills, burning grasses"
1182,3.0,14,"setting fires in nature and in landfills, burning grasses"
1183,4.0,8,unknown
1184,5.0,18,"setting fires in nature and in landfills, burning grasses"
1185,3.0,19,"setting fires in nature and in landfills, burning grasses"
1186,5.0,17,unknown
1187,6.0,14,unknown
1188,3.0,11,cigarette butt
1189,4.0,20,unknown
1190,3.0,18,unknown
1191,5.0,18,"setting fires in nature and in landfills, burning grasses"
1192,3.0,22,"setting fires in nature and in landfills, burning grasses"
1193,3.0,17,"setting fires in nature and in landfills, burning grasses"
1194,3.0,13,"setting fires in nature and in landfills, burning grasses"
1195,3.0,13,"setting fires in nature and in landfills, burning grasses"
1196,6.0,15,"setting fires in nature and in landfills, burning grasses"
1197,3.0,15,"setting fires in nature and in landfills, burning grasses"
1198,5.0,12,unknown
1199,3.0,9,unknown
1200,5.0,16,"setting fires in nature and in landfills, burning grasses"
1201,6.0,13,"setting fires in nature and in landfills, burning grasses"
1202,5.0,14,"setting fires in nature and in landfills, burning grasses"
1203,4.0,14,unknown
1204,3.0,19,unknown
1205,4.0,15,"setting fires in nature and in landfills, burning grasses"
1206,3.0,1,"setting fires in nature and in landfills, burning grasses"
1207,2.0,18,"setting fires in nature and in landfills, burning grasses"
1208,6.0,14,unknown
1209,3.0,22,others
1210,4.0,15,cigarette butt
1211,5.0,15,unknown
1212,3.0,15,"setting fires in nature and in landfills, burning grasses"
1213,5.0,17,cigarette butt
1214,3.0,8,unknown
1215,4.0,18,"setting fires in nature and in landfills, burning grasses"
1216,3.0,18,others
1217,2.0,11,unknown
1218,4.0,14,"setting fires in nature and in landfills, burning grasses"
1219,5.0,14,others
1220,3.0,17,cigarette butt
1221,4.0,17,"setting fires in nature and in landfills, burning grasses"
1222,2.0,9,"setting fires in nature and in landfills, burning grasses"
1223,5.0,16,"setting fires in nature and in landfills, burning grasses"
1224,5.0,20,"setting fires in nature and in landfills, burning grasses"
1225,2.0,18,"setting fires in nature and in landfills, burning grasses"
1226,5.0,14,"setting fires in nature and in landfills, burning grasses"
1227,4.0,21,unknown
1228,2.0,9,unknown
1229,3.0,9,unknown
1230,6.0,16,others
1231,4.0,12,others
1232,5.0,12,cigarette butt
1233,4.0,12,"setting fires in nature and in landfills, burning grasses"
1234,6.0,12,"setting fires in nature and in landfills, burning grasses"
1235,5.0,17,cigarette butt
1236,4.0,16,"setting fires in nature and in landfills, burning grasses"
1237,4.0,18,"setting fires in nature and in landfills, burning grasses"
1238,3.0,16,"setting fires in nature and in landfills, burning grasses"
1239,5.0,14,"setting fires in nature and in landfills, burning grasses"
1240,6.0,14,"setting fires in nature and in landfills, burning grasses"
1241,4.0,10,"setting fires in nature and in landfills, burning grasses"
1242,5.0,16,"setting fires in nature and in landfills, burning grasses"
1243,2.0,12,"setting fires in nature and in landfills, burning grasses"
1244,6.0,14,"setting fires in nature and in landfills, burning grasses"
1245,3.0,19,"setting fires in nature and in landfills, burning grasses"
1246,3.0,8,"setting fires in nature and in landfills, burning grasses"
1247,5.0,16,"setting fires in nature and in landfills, burning grasses"
1248,5.0,12,unknown
1249,4.0,18,unknown
1250,5.0,16,unknown
1251,5.0,14,"setting fires in nature and in landfills, burning grasses"
1252,5.0,14,unknown
1253,5.0,12,unknown
1254,4.0,10,"setting fires in nature and in landfills, burning grasses"
1255,5.0,11,"setting fires in nature and in landfills, burning grasses"
1256,3.0,15,unknown
1257,4.0,12,"setting fires in nature and in landfills, burning grasses"
1258,6.0,14,others
1259,3.0,18,others
1260,4.0,14,others
1261,3.0,9,others
1262,6.0,17,match or lighter
1263,2.0,11,unknown
1264,3.0,17,"setting fires in nature and in landfills, burning grasses"
1265,6.0,12,"setting fires in nature and in landfills, burning grasses"
1266,5.0,17,"setting fires in nature and in landfills, burning grasses"
1267,6.0,15,unknown
1268,3.0,17,unknown
1269,3.0,16,unknown
1270,4.0,13,unknown
1271,3.0,12,"setting fires in nature and in landfills, burning grasses"
1272,4.0,19,arson
1273,3.0,5,unknown
1274,4.0,14,"setting fires in nature and in landfills, burning grasses"
1275,2.0,10,"setting fires in nature and in landfills, burning grasses"
1276,6.0,13,"setting fires in nature and in landfills, burning grasses"
1277,6.0,16,"setting fires in nature and in landfills, burning grasses"
1278,3.0,21,"setting fires in nature and in landfills, burning grasses"
1279,2.0,9,unknown
1280,4.0,13,unknown
1281,5.0,13,cigarette butt
1282,4.0,15,"setting fires in nature and in landfills, burning grasses"
1283,6.0,13,unknown
1284,4.0,17,others
1285,4.0,16,others
1286,3.0,19,"setting fires in nature and in landfills, burning grasses"
1287,5.0,12,"setting fires in nature and in landfills, burning grasses"
1288,6.0,12,unknown
1289,5.0,16,"setting fires in nature and in landfills, burning grasses"
1290,6.0,17,"setting fires in nature and in landfills, burning grasses"
1291,4.0,10,arson
1292,6.0,12,unknown
1293,4.0,14,others
1294,5.0,13,"setting fires in nature and in landfills, burning grasses"
1295,3.0,16,"setting fires in nature and in landfills, burning grasses"
1296,4.0,11,"setting fires in nature and in landfills, burning grasses"
1297,4.0,19,unknown
1298,2.0,20,unknown
1299,4.0,20,unknown
1300,4.0,15,cigarette butt
1301,6.0,13,others
1302,4.0,10,unknown
1303,2.0,14,"setting fires in nature and in landfills, burning grasses"
1304,3.0,8,others
1305,3.0,10,unknown
1306,5.0,13,"setting fires in nature and in landfills, burning grasses"
1307,6.0,12,others
1308,2.0,15,"setting fires in nature and in landfills, burning grasses"
1309,2.0,9,unknown
1310,4.0,22,others
1311,5.0,14,unknown
1312,3.0,18,match or lighter
1313,3.0,15,unknown
1314,6.0,14,unknown
1315,5.0,16,"setting fires in nature and in landfills, burning grasses"
1316,5.0,16,cigarette butt
1317,5.0,14,unknown
1318,2.0,11,unknown
1319,5.0,14,unknown
1320,4.0,10,unknown
1321,5.0,20,match or lighter
1322,3.0,10,match or lighter
1323,4.0,18,others
1324,3.0,10,unknown
1325,2.0,18,unknown
1326,5.0,17,unknown
1327,6.0,13,others
1328,4.0,22,arson
1329,3.0,10,unknown
1330,4.0,0,unknown
1331,3.0,11,unknown
1332,3.0,11,unknown
1333,5.0,19,unknown
1334,6.0,12,unknown
1335,3.0,11,match or lighter
1336,4.0,16,match or lighter
1337,5.0,13,match or lighter
1338,6.0,18,unknown
1339,2.0,11,unknown
1340,3.0,12,"setting fires in nature and in landfills, burning grasses"
1341,2.0,17,unknown
1342,2.0,8,unknown
1343,5.0,14,others
1344,5.0,12,others
1345,3.0,15,"setting fires in nature and in landfills, burning grasses"
1346,4.0,14,"setting fires in nature and in landfills, burning grasses"
1347,5.0,18,others
1348,3.0,9,others
1349,2.0,13,others
1350,2.0,21,others
1351,4.0,21,others
1352,2.0,3,others
1353,3.0,10,unknown
1354,5.0,19,unknown
1355,5.0,19,unknown
1356,5.0,17,unknown
1357,3.0,14,unknown
1358,6.0,20,unknown
1359,5.0,23,unknown
1360,3.0,15,"setting fires in nature and in landfills, burning grasses"
1361,3.0,10,unknown
1362,3.0,10,match or lighter
1363,4.0,18,match or lighter
1364,3.0,13,unknown
1365,3.0,17,unknown
1366,4.0,9,"setting fires in nature and in landfills, burning grasses"
1367,4.0,15,unknown
1368,3.0,16,unknown
1369,5.0,12,unknown
1370,4.0,7,match or lighter
1371,3.0,0,unknown
1372,3.0,20,unknown
1373,3.0,21,unknown
1374,5.0,22,unknown
1375,5.0,15,others
1376,6.0,13,match or lighter
1377,5.0,12,others
1378,4.0,10,others
1379,5.0,16,unknown
1380,4.0,13,unknown
1381,3.0,14,others
1382,4.0,22,unknown
1383,4.0,14,match or lighter
1384,4.0,20,unknown
1385,3.0,18,arson
1386,6.0,22,arson
1387,5.0,12,others
1388,5.0,17,unknown
1389,3.0,23,unknown
1390,3.0,16,others
1391,3.0,13,unknown
1392,5.0,15,arson
1393,2.0,21,arson
1394,3.0,21,arson
1395,5.0,16,unknown
1396,3.0,18,unknown
1397,3.0,15,unknown
1398,3.0,0,unknown
1399,3.0,15,unknown
1400,3.0,15,unknown
1401,5.0,21,unknown
1402,3.0,9,others
1403,5.0,16,"setting fires in nature and in landfills, burning grasses"
1404,5.0,16,"setting fires in nature and in landfills, burning grasses"
1405,3.0,11,unknown
1406,2.0,18,unknown
1407,5.0,16,"setting fires in nature and in landfills, burning grasses"
1408,3.0,16,unknown
1409,3.0,15,others
1410,5.0,13,cigarette butt
1411,5.0,13,others
1412,2.0,19,unknown
1413,4.0,16,unknown
1414,4.0,15,unknown
1415,5.0,15,unknown
1416,5.0,15,unknown
1417,6.0,16,unknown
1418,3.0,0,unknown
1419,6.0,14,unknown
1420,3.0,19,others
1421,6.0,16,unknown
1422,5.0,19,unknown
1423,3.0,16,unknown
1424,5.0,13,unknown
1425,4.0,14,unknown
1426,2.0,18,unknown
1427,4.0,15,unknown
1428,4.0,15,"setting fires in nature and in landfills, burning grasses"
1429,3.0,9,cigarette butt
1430,3.0,14,unknown
1431,6.0,17,unknown
1432,2.0,6,unknown
1433,2.0,22,unknown
1434,3.0,11,unknown
1435,4.0,13,others
1436,5.0,13,"setting fires in nature and in landfills, burning grasses"
1437,5.0,15,unknown
1438,5.0,15,unknown
1439,4.0,19,unknown
1440,5.0,14,unknown
1441,3.0,8,unknown
1442,2.0,11,"setting fires in nature and in landfills, burning grasses"
1443,3.0,18,"setting fires in nature and in landfills, burning grasses"
1444,3.0,10,unknown
1445,4.0,20,unknown
1446,6.0,13,unknown
1447,6.0,13,unknown
1448,6.0,12,unknown
1449,3.0,18,others
1450,6.0,12,unknown
1451,4.0,21,others
1452,3.0,11,unknown
1453,3.0,15,"setting fires in nature and in landfills, burning grasses"
1454,3.0,15,"setting fires in nature and in landfills, burning grasses"
1455,5.0,16,unknown
1456,5.0,15,unknown
1457,5.0,15,cigarette butt
1458,5.0,17,"setting fires in nature and in landfills, burning grasses"
1459,3.0,14,"setting fires in nature and in landfills, burning grasses"
1460,3.0,12,"setting fires in nature and in landfills, burning grasses"
